"COUNTRY","Country","ISC11","Level of education","EXP","Experience level","QUAL","Qualification level","GRADE","Category","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"CRI","Costa Rica","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",37498.075,,
"CRI","Costa Rica","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",38652.565,,
"CRI","Costa Rica","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",38652.565,,
"CZE","Czechia","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",26188.991,,
"CZE","Czechia","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",26269.821,,
"CZE","Czechia","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",26269.821,,
"CZE","Czechia","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",27886.425,,
"CZE","Czechia","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",27967.255,,
"CZE","Czechia","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",27967.255,,
"CZE","Czechia","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",29098.878,,
"CZE","Czechia","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",29179.709,,
"CZE","Czechia","L3_C4","Upper secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",29179.709,,
"CZE","Czechia","L1","Primary education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",34352.843,,
"CZE","Czechia","L2_C4","Lower secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",34595.333,,
"CZE","Czechia","L3_C4","Upper secondary general education","EXPMAX","Salary at top of scale","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",34514.503,,
"DNK","Denmark","L1","Primary education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",53363.59,,
"DNK","Denmark","L2_C4","Lower secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",53598.012,,
"DNK","Denmark","L3_C4","Upper secondary general education","EXP0","Starting salary","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",50443.708,,
"DNK","Denmark","L1","Primary education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",59293.99,,
"DNK","Denmark","L2_C4","Lower secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",59930.243,,
"DNK","Denmark","L3_C4","Upper secondary general education","EXP10","Salary after 10 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",65554.713,,
"DNK","Denmark","L1","Primary education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",61472.604,,
"DNK","Denmark","L2_C4","Lower secondary general education","EXP15","Salary after 15 years of experience","QUAL_TYP_ISC11_EXP","Most prevalent qualifications at this stage of career and this level of education","TE","Teacher","USD_STAT_YR","Annual statutory salaries in public institutions, in equivalent USD converted using PPPs for private consumption","9999","Latest available year",61967.767,,
